,precision,recall,f1-score,support
0,0.7921563022480803,0.6941633929524277,0.7399295162310224,2915234.432526986
1,0.7278312277000143,0.817867043847024,0.770226874903309,2915228.7220858913
accuracy,0.7560151578198274,0.7560151578198274,0.7560151578198274,0.7560151578198274
macro avg,0.7599937649740474,0.7560152183997259,0.7550781955671657,5830463.154612877
weighted avg,0.7599937964745078,0.7560151578211411,0.7550781807303271,5830463.154612877
