,precision,recall,f1-score,support
0,0.7933400546762541,0.6937444883783863,0.7402071293282703,2915233.8915259433
1,0.7279034984091021,0.8192841430625436,0.7708952397772341,2915235.3194917687
accuracy,0.7565143310923504,0.7565143310923504,0.7565143310923504,0.7565143310923504
macro avg,0.7606217765426782,0.756514315720465,0.7555511845527522,5830469.211017712
weighted avg,0.7606217685295008,0.756514331093699,0.7555511883107321,5830469.211017712
